"customer_id","age","gender","city","category","item_purchased","color","size","quantity","unit_price_vnd","discount_applied","total_purchase_vnd","payment_method","purchase_channel","shipping_type","season","purchase_frequency","subscription_member","promo_code_used","review_rating","age_group","purchase_frequency_days"
479,49,"Female","Ha Noi","Accessories","Sport Cap","Grey",NULL,1,450000,"No",450000,"Cash","Online - Website","Standard","Autumn","Annually","Yes","No",2.0,"Adult",365
480,35,"Female","Ho Chi Minh","Lifestyle Sneakers","530","Red",NULL,1,1850000,"No",1850000,"ZaloPay","Shopee","Express","Spring","Monthly","No","No",5.0,"Adult",30
481,27,"Male","Ho Chi Minh","Lifestyle Sneakers","327","Beige",NULL,1,3900000,"Yes",2730000,"MoMo","Shopee","Express","Winter","Bi-Weekly","No","No",2.0,"Young Adult",14
482,21,"Male","Ha Noi","Running Shoes","Fresh Foam X 1080","Red","37",1,5100000,"No",5100000,"ZaloPay","In-Store","In-Store Pickup","Winter","Fortnightly","No","No",3.0,"Teen",14
483,16,"Female","Da Nang","Running Shoes","FuelCell SuperComp Elite","Green","36",1,5050000,"No",5050000,"Credit Card","Shopee","Express","Winter","Annually","No","No",4.0,"Teen",365
484,29,"Male","Da Nang","Running Shoes","Fresh Foam 860","Pink","38",1,4300000,"No",4300000,"Debit Card","Online - Website","Standard","Summer","Weekly","No","No",3.0,"Young Adult",7
485,22,"Male","Ho Chi Minh","Running Shoes","1080v13","Green","45",1,3700000,"Yes",3700000,"VNPay","TikTok Shop","Express","Summer","Quarterly","No","Yes",5.0,"Teen",90
486,18,"Male","Ha Noi","Running Shoes","1080v13","Green","38",1,4300000,"Yes",3870000,"Credit Card","Online - App","Standard","Winter","Fortnightly","No","No",1.0,"Teen",14
487,23,"Male","Ha Noi","Lifestyle Sneakers","327","White",NULL,1,3650000,"No",3650000,"Debit Card","In-Store","In-Store Pickup","Autumn","Every 3 Months","Yes","No",5.0,"Teen",90
488,20,"Female","Ha Noi","Apparel - Bottom","Athletics Jogger","Navy","XXL",3,900000,"No",2700000,"Cash","Online - App","Standard","Summer","Quarterly","No","No",5.0,"Teen",90
489,39,"Male","Da Nang","Running Shoes","Fuelcell Rebel v4","Navy","36",1,3000000,"Yes",3000000,"Debit Card","TikTok Shop","Express","Autumn","Weekly","No","Yes",4.0,"Adult",7
490,34,"Male","Ha Noi","Apparel - Bottom","Athletics Jogger","Green","XXL",1,600000,"Yes",600000,"Cash","Shopee","Standard","Autumn","Annually","Yes","Yes",4.0,"Adult",365
491,27,"Female","Da Nang","Running Shoes","FuelCell SuperComp Elite","Black","37",1,4400000,"No",4400000,"Debit Card","Shopee","Standard","Summer","Monthly","No","No",4.0,"Young Adult",30
492,38,"Male","Da Nang","Lifestyle Sneakers","574","Grey",NULL,1,1950000,"Yes",1658000,"Debit Card","In-Store","In-Store Pickup","Summer","Bi-Weekly","No","No",4.0,"Adult",14
493,28,"Male","Ha Noi","Lifestyle Sneakers","9060","Blue",NULL,1,4000000,"Yes",4000000,"Credit Card","In-Store","In-Store Pickup","Autumn","Weekly","No","Yes",4.0,"Young Adult",7
494,21,"Female","Ho Chi Minh","Accessories","Sport Cap","Pink",NULL,1,500000,"No",500000,"ZaloPay","Online - App","Same-day","Spring","Bi-Weekly","No","No",5.0,"Teen",14
495,38,"Male","Da Nang","Apparel - Bottom","Accelerate Short","Green","L",3,950000,"No",2850000,"Cash","Online - App","Standard","Autumn","Weekly","No","No",4.0,"Adult",7
496,31,"Male","Ho Chi Minh","Running Shoes","Fuelcell Rebel v4","Pink","42",1,4450000,"No",4450000,"Credit Card","In-Store","In-Store Pickup","Spring","Fortnightly","No","No",5.0,"Young Adult",14
497,20,"Female","Ho Chi Minh","Apparel - Bottom","Impact Run Tight","Red","XXL",1,1000000,"Yes",900000,"Credit Card","Shopee","Express","Winter","Fortnightly","Yes","No",5.0,"Teen",14
498,26,"Female","Ha Noi","Lifestyle Sneakers","9060","Pink",NULL,1,2900000,"No",2900000,"Debit Card","Online - App","Standard","Summer","Weekly","Yes","No",5.0,"Young Adult",7
499,21,"Male","Ha Noi","Apparel - Top","Athletics Fleece Crew","Red","XXL",1,1100000,"Yes",1100000,"ZaloPay","In-Store","In-Store Pickup","Summer","Monthly","Yes","Yes",5.0,"Teen",30
500,18,"Male","Ha Noi","Lifestyle Sneakers","550","Grey",NULL,1,2550000,"Yes",2295000,"ZaloPay","Shopee","Standard","Spring","Monthly","No","Yes",4.0,"Teen",30
501,34,"Female","Ho Chi Minh","Running Shoes","Fuelcell Rebel v4","Black","38",1,5350000,"Yes",4815000,"Cash","In-Store","In-Store Pickup","Winter","Every 3 Months","Yes","No",5.0,"Adult",90
502,41,"Male","Ha Noi","Lifestyle Sneakers","1906R","Blue",NULL,1,2150000,"Yes",1935000,"MoMo","Online - Website","Standard","Spring","Annually","No","No",2.0,"Adult",365
503,18,"Female","Ha Noi","Running Shoes","880v13","Black","38",1,3750000,"Yes",3375000,"Credit Card","Shopee","Same-day","Summer","Fortnightly","No","Yes",5.0,"Teen",14
504,31,"Female","Ha Noi","Running Shoes","Fresh Foam 860","Blue","37",1,3150000,"No",3150000,"MoMo","In-Store","In-Store Pickup","Summer","Quarterly","No","No",3.0,"Young Adult",90
505,23,"Female","Ha Noi","Apparel - Bottom","Impact Run Tight","White","M",2,400000,"Yes",800000,"ZaloPay","In-Store","In-Store Pickup","Spring","Annually","No","Yes",5.0,"Teen",365
506,24,"Male","Da Nang","Running Shoes","FuelCell SuperComp Elite","Green","38",1,4300000,"Yes",3870000,"ZaloPay","Online - Website","Express","Autumn","Bi-Weekly","Yes","No",4.0,"Teen",14
507,23,"Male","Ho Chi Minh","Lifestyle Sneakers","2002R","Green",NULL,1,4000000,"No",4000000,"ZaloPay","Shopee","Same-day","Autumn","Annually","Yes","No",5.0,"Teen",365
508,21,"Female","Ha Noi","Apparel - Bottom","Athletics Jogger","Beige","M",2,550000,"Yes",1100000,"VNPay","Online - Website","Express","Summer","Fortnightly","No","Yes",3.0,"Teen",14
509,28,"Male","Ho Chi Minh","Training Shoes","Minimus TR","Yellow","43",1,2550000,"Yes",2295000,"Cash","In-Store","In-Store Pickup","Autumn","Quarterly","No","No",3.0,"Young Adult",90
510,22,"Female","Da Nang","Apparel - Top","Athletics Fleece Crew","Black","XXL",1,750000,"Yes",638000,"MoMo","In-Store","In-Store Pickup","Spring","Weekly","No","No",5.0,"Teen",7
511,29,"Female","Da Nang","Apparel - Top","Athletics Fleece Crew","Red","S",1,550000,"No",550000,"Credit Card","In-Store","In-Store Pickup","Autumn","Annually","No","No",5.0,"Young Adult",365
512,27,"Female","Ho Chi Minh","Apparel - Bottom","Athletics Jogger","Blue","XS",1,1100000,"Yes",1045000,"Debit Card","Shopee","Standard","Summer","Annually","Yes","Yes",3.0,"Young Adult",365
513,26,"Male","Ha Noi","Running Shoes","Fuelcell Rebel v4","Black","45",1,5150000,"No",5150000,"MoMo","In-Store","In-Store Pickup","Spring","Monthly","No","No",5.0,"Young Adult",30
514,21,"Female","Ho Chi Minh","Accessories","Wristband Set","White",NULL,1,450000,"No",450000,"Cash","Shopee","Express","Spring","Annually","No","No",4.0,"Teen",365
515,23,"Male","Ha Noi","Accessories","Running Socks (3-pack)","Navy",NULL,2,250000,"Yes",350000,"MoMo","Shopee","Standard","Autumn","Quarterly","No","No",5.0,"Teen",90
516,33,"Female","Ho Chi Minh","Running Shoes","Fuelcell Rebel v4","White","45",1,3450000,"No",3450000,"Bank Transfer","In-Store","In-Store Pickup","Spring","Monthly","No","No",5.0,"Adult",30
517,31,"Male","Ha Noi","Accessories","Running Socks (3-pack)","White",NULL,1,400000,"Yes",380000,"ZaloPay","Online - App","Standard","Winter","Bi-Weekly","No","No",4.0,"Young Adult",14
518,21,"Female","Ha Noi","Lifestyle Sneakers","2002R","Grey",NULL,1,3650000,"Yes",2920000,"Bank Transfer","Online - Website","Standard","Autumn","Every 3 Months","No","No",5.0,"Teen",90
519,28,"Male","Ho Chi Minh","Running Shoes","Fresh Foam X 1080","Green","40",1,3450000,"No",3450000,"VNPay","In-Store","In-Store Pickup","Winter","Every 3 Months","No","No",4.0,"Young Adult",90
520,33,"Male","Ha Noi","Apparel - Bottom","Q Speed Short","Navy","L",1,800000,"Yes",560000,"MoMo","Shopee","Express","Summer","Quarterly","No","No",3.0,"Adult",90
521,16,"Male","Da Nang","Accessories","Gym Bag","Green",NULL,1,600000,"Yes",570000,"ZaloPay","Online - Website","Same-day","Summer","Quarterly","Yes","No",4.0,"Teen",90
522,31,"Female","Ho Chi Minh","Running Shoes","Fresh Foam X 1080","Green","37",1,4250000,"No",4250000,"Credit Card","In-Store","In-Store Pickup","Winter","Annually","No","No",5.0,"Young Adult",365
523,23,"Male","Ho Chi Minh","Lifestyle Sneakers","2002R","Navy",NULL,1,2150000,"Yes",2150000,"MoMo","In-Store","In-Store Pickup","Autumn","Quarterly","No","Yes",5.0,"Teen",90
524,31,"Female","Da Nang","Running Shoes","1080v13","Red","42",1,5000000,"No",5000000,"Bank Transfer","TikTok Shop","Standard","Winter","Quarterly","Yes","No",4.0,"Young Adult",90
525,22,"Female","Ho Chi Minh","Running Shoes","FuelCell SuperComp Elite","Yellow","39",1,2850000,"Yes",2565000,"Debit Card","Online - Website","Standard","Winter","Annually","No","No",5.0,"Teen",365
526,16,"Male","Da Nang","Accessories","Water Bottle","Green",NULL,1,500000,"No",500000,"MoMo","Online - Website","Same-day","Winter","Monthly","No","No",4.0,"Teen",30
527,16,"Male","Ho Chi Minh","Training Shoes","Freeze LX v3","White","42",1,3250000,"Yes",3250000,"MoMo","Online - App","Express","Autumn","Monthly","No","Yes",4.0,"Teen",30
528,28,"Female","Ha Noi","Accessories","Gym Bag","Beige",NULL,3,550000,"No",1650000,"ZaloPay","Online - Website","Express","Winter","Every 3 Months","No","No",4.0,"Young Adult",90
529,29,"Male","Ha Noi","Running Shoes","FuelCell SuperComp Elite","Pink","41",1,5300000,"Yes",5035000,"MoMo","Online - Website","Standard","Autumn","Annually","Yes","No",4.0,"Young Adult",365
530,21,"Male","Ho Chi Minh","Lifestyle Sneakers","327","Pink",NULL,1,2450000,"No",2450000,"Cash","Shopee","Standard","Summer","Monthly","No","No",5.0,"Teen",30
531,32,"Male","Ha Noi","Running Shoes","Fresh Foam X 1080","Grey","45",1,2900000,"No",2900000,"MoMo","TikTok Shop","Standard","Autumn","Bi-Weekly","No","No",5.0,"Adult",14
532,16,"Male","Da Nang","Lifestyle Sneakers","530","Green",NULL,1,2900000,"No",2900000,"Credit Card","TikTok Shop","Standard","Autumn","Weekly","No","No",3.0,"Teen",7
533,27,"Male","Ha Noi","Running Shoes","Fresh Foam 860","Green","39",1,3200000,"No",3200000,"Cash","In-Store","In-Store Pickup","Winter","Every 3 Months","No","No",4.0,"Young Adult",90
534,19,"Male","Ha Noi","Training Shoes","Freeze LX v3","Black","45",1,2450000,"Yes",2450000,"Bank Transfer","Online - App","Express","Autumn","Weekly","No","Yes",5.0,"Teen",7
535,23,"Male","Ho Chi Minh","Running Shoes","Fresh Foam 860","Navy","37",1,2900000,"Yes",2610000,"ZaloPay","TikTok Shop","Standard","Summer","Quarterly","No","No",4.0,"Teen",90
536,28,"Female","Da Nang","Running Shoes","1080v13","Green","40",1,3250000,"No",3250000,"ZaloPay","Online - Website","Express","Autumn","Weekly","No","No",5.0,"Young Adult",7
537,21,"Male","Ho Chi Minh","Lifestyle Sneakers","327","White",NULL,1,3700000,"Yes",3515000,"MoMo","Online - App","Express","Summer","Every 3 Months","No","Yes",5.0,"Teen",90
538,25,"Female","Ho Chi Minh","Running Shoes","FuelCell SuperComp Elite","Blue","41",1,3400000,"No",3400000,"Credit Card","Online - Website","Standard","Spring","Annually","No","No",5.0,"Teen",365
539,35,"Male","Ha Noi","Lifestyle Sneakers","9060","Yellow",NULL,1,2100000,"Yes",2100000,"MoMo","Shopee","Standard","Summer","Weekly","No","Yes",2.0,"Adult",7
540,23,"Female","Ha Noi","Lifestyle Sneakers","530","Yellow",NULL,1,1900000,"Yes",1615000,"VNPay","TikTok Shop","Standard","Winter","Weekly","No","No",4.0,"Teen",7
541,33,"Male","Ha Noi","Apparel - Bottom","Q Speed Short","Red","XXL",1,700000,"Yes",665000,"ZaloPay","Online - App","Same-day","Spring","Every 3 Months","No","No",4.0,"Adult",90
542,20,"Male","Ha Noi","Apparel - Bottom","Athletics Jogger","Blue","XS",1,850000,"Yes",722000,"ZaloPay","Shopee","Same-day","Summer","Bi-Weekly","No","Yes",2.0,"Teen",14
543,31,"Female","Ha Noi","Running Shoes","FuelCell SuperComp Elite","Yellow","38",1,4750000,"Yes",4275000,"Credit Card","Online - App","Express","Winter","Bi-Weekly","No","Yes",4.0,"Young Adult",14
544,38,"Female","Da Nang","Running Shoes","Fresh Foam 860","White","40",1,4300000,"Yes",4300000,"VNPay","Shopee","Standard","Autumn","Monthly","Yes","Yes",5.0,"Adult",30
545,16,"Male","Ha Noi","Lifestyle Sneakers","1906R","Yellow",NULL,1,4000000,"No",4000000,"Debit Card","TikTok Shop","Same-day","Autumn","Every 3 Months","Yes","No",3.0,"Teen",90
546,22,"Male","Da Nang","Apparel - Top","Essentials Hoodie","Red","XS",1,900000,"Yes",720000,"MoMo","In-Store","In-Store Pickup","Winter","Annually","Yes","Yes",5.0,"Teen",365
547,32,"Female","Ho Chi Minh","Running Shoes","Fuelcell Rebel v4","Blue","37",1,4600000,"Yes",4140000,"Debit Card","Online - Website","Standard","Summer","Bi-Weekly","No","Yes",4.0,"Adult",14
548,26,"Female","Ho Chi Minh","Lifestyle Sneakers","574","Black",NULL,1,2850000,"No",2850000,"Credit Card","In-Store","In-Store Pickup","Spring","Weekly","Yes","No",3.0,"Young Adult",7
549,30,"Male","Ha Noi","Apparel - Top","Impact Run Jacket","Navy","L",2,650000,"Yes",1170000,"MoMo","Shopee","Standard","Spring","Every 3 Months","No","No",4.0,"Young Adult",90
550,23,"Male","Ho Chi Minh","Lifestyle Sneakers","550","Grey",NULL,1,1850000,"No",1850000,"Debit Card","In-Store","In-Store Pickup","Winter","Bi-Weekly","Yes","No",5.0,"Teen",14
551,28,"Male","Ho Chi Minh","Lifestyle Sneakers","574","Black",NULL,1,4200000,"No",4200000,"Credit Card","In-Store","In-Store Pickup","Summer","Weekly","No","No",2.0,"Young Adult",7
552,26,"Female","Ho Chi Minh","Training Shoes","FuelCell Training","Beige","41",1,2250000,"No",2250000,"Debit Card","Online - Website","Express","Summer","Bi-Weekly","No","No",5.0,"Young Adult",14
553,36,"Male","Ha Noi","Training Shoes","Minimus TR","Beige","41",1,2250000,"Yes",1912000,"Bank Transfer","Online - Website","Express","Autumn","Weekly","No","No",4.0,"Adult",7
554,29,"Male","Da Nang","Running Shoes","1080v13","Blue","41",1,4450000,"No",4450000,"Bank Transfer","In-Store","In-Store Pickup","Spring","Quarterly","Yes","No",5.0,"Young Adult",90
555,30,"Female","Da Nang","Running Shoes","Fresh Foam X 1080","Grey","43",1,4750000,"No",4750000,"MoMo","In-Store","In-Store Pickup","Autumn","Weekly","Yes","No",2.0,"Young Adult",7
556,25,"Male","Ha Noi","Running Shoes","Fresh Foam 860","Green","36",1,4300000,"Yes",4300000,"Cash","In-Store","In-Store Pickup","Summer","Annually","No","Yes",4.0,"Teen",365
557,24,"Male","Ho Chi Minh","Lifestyle Sneakers","574","Red",NULL,1,2700000,"Yes",2160000,"Credit Card","Shopee","Express","Summer","Fortnightly","No","No",5.0,"Teen",14
558,24,"Male","Ho Chi Minh","Training Shoes","Minimus TR","Grey","40",1,3050000,"No",3050000,"Debit Card","In-Store","In-Store Pickup","Autumn","Weekly","No","No",4.0,"Teen",7
559,30,"Female","Ho Chi Minh","Lifestyle Sneakers","9060","Blue",NULL,1,3750000,"Yes",3375000,"Bank Transfer","Online - App","Express","Winter","Every 3 Months","Yes","No",2.0,"Young Adult",90
560,25,"Female","Ha Noi","Running Shoes","880v13","Green","38",1,2800000,"No",2800000,"ZaloPay","Online - App","Express","Winter","Monthly","Yes","No",5.0,"Teen",30
561,30,"Male","Ho Chi Minh","Running Shoes","Fuelcell Rebel v4","Black","44",1,3650000,"No",3650000,"MoMo","TikTok Shop","Express","Spring","Annually","No","No",3.0,"Young Adult",365
562,42,"Male","Ho Chi Minh","Running Shoes","FuelCell SuperComp Elite","White","45",1,5000000,"Yes",4500000,"MoMo","Lazada","Standard","Summer","Fortnightly","No","No",4.0,"Adult",14
563,34,"Male","Ho Chi Minh","Lifestyle Sneakers","9060","Black",NULL,1,2600000,"Yes",2210000,"Credit Card","Online - App","Express","Autumn","Annually","Yes","No",4.0,"Adult",365
564,25,"Male","Ha Noi","Lifestyle Sneakers","1906R","Green",NULL,1,2400000,"Yes",2160000,"MoMo","In-Store","In-Store Pickup","Summer","Quarterly","Yes","No",4.0,"Teen",90
565,36,"Female","Ho Chi Minh","Running Shoes","FuelCell SuperComp Elite","Pink","41",1,4900000,"Yes",3920000,"MoMo","Online - App","Standard","Spring","Weekly","No","No",4.0,"Adult",7
566,25,"Female","Ho Chi Minh","Running Shoes","1080v13","Green","43",1,4800000,"No",4800000,"Credit Card","Shopee","Express","Summer","Weekly","No","No",5.0,"Teen",7
567,16,"Male","Ho Chi Minh","Apparel - Bottom","Athletics Jogger","White","S",1,1100000,"Yes",1100000,"MoMo","Shopee","Express","Winter","Fortnightly","No","Yes",3.0,"Teen",14
568,20,"Male","Ho Chi Minh","Training Shoes","Minimus TR","White","36",1,3150000,"No",3150000,"MoMo","Lazada","Standard","Winter","Fortnightly","No","No",4.0,"Teen",14
569,16,"Female","Ho Chi Minh","Running Shoes","1080v13","Green","38",1,5000000,"No",5000000,"Credit Card","Online - App","Express","Autumn","Monthly","No","No",5.0,"Teen",30
570,25,"Male","Da Nang","Training Shoes","Freeze LX v3","Beige","44",1,2600000,"No",2600000,"MoMo","Online - App","Same-day","Summer","Every 3 Months","Yes","No",3.0,"Teen",90
571,28,"Female","Ho Chi Minh","Running Shoes","880v13","Black","39",1,5300000,"Yes",5300000,"Cash","Shopee","Standard","Summer","Annually","No","Yes",4.0,"Young Adult",365
572,39,"Female","Ho Chi Minh","Lifestyle Sneakers","574","Pink",NULL,1,2250000,"Yes",2250000,"VNPay","TikTok Shop","Express","Autumn","Weekly","No","Yes",3.0,"Adult",7
573,30,"Male","Ho Chi Minh","Running Shoes","Fresh Foam X 1080","Yellow","45",1,2950000,"Yes",2802000,"Debit Card","Shopee","Express","Winter","Annually","No","Yes",3.0,"Young Adult",365
574,26,"Female","Ho Chi Minh","Lifestyle Sneakers","1906R","Navy",NULL,1,1900000,"No",1900000,"Cash","Shopee","Express","Spring","Bi-Weekly","Yes","No",5.0,"Young Adult",14
575,33,"Female","Ho Chi Minh","Lifestyle Sneakers","574","Beige",NULL,1,2300000,"Yes",2300000,"Bank Transfer","Online - Website","Express","Spring","Bi-Weekly","No","Yes",3.0,"Adult",14
576,16,"Male","Da Nang","Apparel - Top","NB Athletics T-Shirt","Grey","XS",1,900000,"Yes",810000,"MoMo","In-Store","In-Store Pickup","Summer","Monthly","Yes","No",3.0,"Teen",30
577,29,"Female","Ha Noi","Apparel - Bottom","Athletics Jogger","Red","L",2,800000,"Yes",1360000,"MoMo","In-Store","In-Store Pickup","Autumn","Every 3 Months","No","No",5.0,"Young Adult",90
578,33,"Male","Ha Noi","Lifestyle Sneakers","2002R","Navy",NULL,1,2300000,"Yes",1840000,"Credit Card","TikTok Shop","Express","Autumn","Annually","No","Yes",3.0,"Adult",365
579,17,"Male","Ha Noi","Running Shoes","Fuelcell Rebel v4","Beige","42",1,2900000,"No",2900000,"Debit Card","In-Store","In-Store Pickup","Summer","Fortnightly","No","No",2.0,"Teen",14
580,36,"Female","Da Nang","Accessories","Gym Bag","Yellow",NULL,2,350000,"Yes",560000,"Debit Card","Online - Website","Standard","Autumn","Annually","No","No",3.0,"Adult",365
581,30,"Female","Da Nang","Lifestyle Sneakers","9060","Yellow",NULL,1,4000000,"Yes",2800000,"MoMo","TikTok Shop","Standard","Summer","Weekly","Yes","No",5.0,"Young Adult",7
582,25,"Female","Ho Chi Minh","Lifestyle Sneakers","9060","Red",NULL,1,1850000,"Yes",1572000,"Debit Card","In-Store","In-Store Pickup","Spring","Every 3 Months","No","No",4.0,"Teen",90
583,32,"Male","Ha Noi","Running Shoes","Fuelcell Rebel v4","Blue","44",1,3050000,"No",3050000,"Credit Card","Shopee","Standard","Summer","Quarterly","No","No",3.0,"Adult",90
584,43,"Female","Ha Noi","Lifestyle Sneakers","574","Pink",NULL,1,2750000,"Yes",2338000,"Credit Card","In-Store","In-Store Pickup","Autumn","Monthly","No","No",5.0,"Adult",30
585,29,"Male","Ho Chi Minh","Running Shoes","Fresh Foam 860","Blue","45",1,4550000,"Yes",4095000,"Credit Card","In-Store","In-Store Pickup","Autumn","Monthly","No","No",5.0,"Young Adult",30
586,29,"Female","Ho Chi Minh","Running Shoes","FuelCell SuperComp Elite","Black","45",1,3250000,"No",3250000,"ZaloPay","Online - App","Express","Autumn","Every 3 Months","Yes","No",4.0,"Young Adult",90
587,24,"Male","Ha Noi","Accessories","Running Socks (3-pack)","Yellow",NULL,3,650000,"No",1950000,"ZaloPay","Online - App","Standard","Spring","Annually","No","No",4.0,"Teen",365
